Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1262462.5","Yersinia enterocolitica (type O:5) str. YE53/03",,1262462,"131567;2;1224;1236;91347;1903411;629;630;34053;1262462","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia enterocolitica;Yersinia enterocolitica (type O;Yersinia enterocolitica (type O","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","Yersinia enterocolitica","Complete","YE53/03","serovar s",,,"MLST.Yersinia_spp.3",,,,,,,,,,,,,,,,"Good","2014-01-06T00:00:00Z",,,"PRJEB661",,"GCF_000968115.1",,"HF571988",,"Complete",,,,,,1,4940199,47.3,1,4940199,78,29,,4789,100,98.7,,100,,"bio-serotype 2A and was isolated from human faecal matter","is from bio-serotype 2A and was isolated from human faecal matter",,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Yersinia enterocolitica is an important food-borne pathogen causing gastroenteritis in humans. It is also frequently found in animals. The species is currently divided into 6 different bio-serotypes, which have different pathogenic potential and differ also in prevalence around the world. This strain was sequenced for comparative analysis of all bio-serotypes. This strain is from bio-serotype 2A and was isolated from human faecal matter.","2016-01-17T15:52:38.193Z","2016-01-17T15:52:38.193Z"
"1280.38018","Staphylococcus aureus SAUR_BFS13",,1280,"131567;2;1783272;1239;91061;1385;90964;1279;1280","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus","Bacteria",,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus","Complete","SAUR_BFS13",,,,"MLST.Staphylococcus_aureus.152",,,,,,,,,,,,,,,,"Good","2022-01-17T00:00:00Z",,,"PRJNA794346","SAMN24648093","GCA_021491815.1",,"CP090875",,"Complete","Illumina MiSeq + Oxford Nanopore MiniION","30x","SPAdes v. 3.12.0",,,1,2735553,32.821346,1,2735553,56,15,,2630,100,99.7,,,,"skin wound",,"2019",2019,,"Burkina Faso","Africa","Burkina Faso",,"Homo sapiens","Human",,,"Human_Disease","Human",,,,"collected_by:IHU Mediterranee Infection",,"2022-01-28T16:54:02.110Z","2022-01-28T16:54:02.110Z"
"128944.3","Aerococcus urinaehominis strain CCUG42038B",,128944,"131567;2;1783272;1239;91061;186826;186827;1375;128944","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","Aerococcus urinaehominis","Complete","CCUG42038B",,,,,,,,,,,,,,,,,"CCUG:42038B","Yes",,"Good","2016-02-17T00:00:00Z",,,"PRJNA308559","SAMN04419115","GCA_001543245.1","SRR3114706,SRR3139721,SRR3139722","CP014163",,"Complete","PacBio; Illumina HiSeq","592x","Hiseq: SOAPdenovo and PacBio: Celera",,,1,1831400,42.75,1,1831400,57,6,,1689,96.4,95.7,0.2,90.2,,"Human urine",,"2001",2001,,"Sweden","Europe","Sweden: Linkoping",,"Human, Homo sapiens","Human",,,"Urinary tract infection","Human",,,,"collected_by:Lawson PA, Falsen E, Ohle M and Collins MD","Complete genome sequences of six type strains belonging to genus Aerococcus","2016-02-29T22:56:48.461Z","2016-02-29T22:56:48.461Z"
"1311.3972","Streptococcus agalactiae strain CM45/1",,1311,"131567;2;1783272;1239;91061;186826;1300;1301;1311","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae","Bacteria","null","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","null","Complete","CM45/1",,,,,,,,,,,,,,,,,,,,"Good","2021-12-12T00:00:00Z",,,"PRJNA784761","SAMN23500515","GCA_021165795.1",,"CP088933,CP088934",,"Complete","Oxford Nanopore MinION","698.0x","Miniasm v. 0.3_r179",,1,2,2171738,35.6603,1,2135145,80,21,,2406,99.9,96.5,,,,"vagina","isolated form the vagina of mother of twins with early-onset disease GBS","2008",2008,,,,"Poland",,"Homo sapiens","Human","female",,"GBS infection","Human",,,"host_description:asymptomatic carriage of Streptococcus agalactiae cause sepsis and death of the newborn;host_disease_outcome:death of the newborn","collected_by:Dorota Pawlik, Clinic of Neonatology, Jagiellonian University Medical College, Krakow, Poland","Genome submission of Streptococcus agalactiae strain: CM45/1 isolated form the vagina of mother of twins with early-onset disease GBS.Genome characterization of the Streptococcus agalactiae strain CM45/1 isolated from a carrier of a woman whose twins developed GBS sepsis. One of the cases resulted in death.The strain genome was sequenced using MinION M1k system (Oxford Nanopore). Filtered reads were assembled into single contig using Unicycler software - implementing Miniasm assembler and repeated assembly polishing rounds using Racon software.","2021-12-25T04:41:16.326Z","2021-12-25T04:41:16.326Z"
"1313.43095","Streptococcus pneumoniae 3238/09",,1313,"131567;2;1783272;1239;91061;186826;1300;1301;1313","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pneumoniae","Bacteria",,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae","Complete","3238/09","19F",,,,,,,,,,,,,,,,,,,"Good","2022-10-11T00:00:00Z",,,"PRJNA799231","SAMN25149806","GCA_025643295.1",,"CP091451",,"Complete","Illumina MiSeq; Oxford Nanopore GridION","311x","Unicycler v. v. 0.4.6",,,1,2103144,39.75881,1,2103144,58,12,,2215,99.4,99,,100,,"hospital",,"2009",2009,,"Poland","Europe","Poland: malopolskie",,"Homo sapiens","Human","male",,"pneumonia","Human",,,,"collected_by:National Medicines Institute",,"2022-10-16T17:01:53.551Z","2022-10-16T17:01:53.551Z"
"1314.2833","Streptococcus pyogenes strain KUN-0014944",,1314,"131567;2;1783272;1239;91061;186826;1300;1301;1314","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pyogenes","Complete","KUN-0014944",,,,"MLST.Streptococcus_pyogenes.646",,,,,,,,,,,,,,,,"Good","2020-08-08T00:00:00Z",,,"PRJDB10330","SAMD00238720","GCA_014192175.1",,"AP023390",,"Complete","Illumina MiSeq; Oxford Nanopore","547x","Unicycler v. 0.4.8",,,1,1747400,38.558887,1,1747400,67,18,,1688,98.8,98.6,,,,,,"2009",2009,,"Japan","Asia","Japan:Kyoto",,"Human, Homo sapiens","Human",,,,"Human",,,,,"We determined complete genome sequence of three Streptococcus species, S. pyogenes, S. suis, and S. dysgalactiae. Among these three species, S. pyogenes and S. dysagalactiae have recognized as causative agents occasionally causing sever disease (ex. toxic shock syndrome) to human. On the other hand, S. suis is one of the major zoonotic agent and cause a variety of infections in individuals working in close contact with swine or pork products. In this study, we focus on the gene sets or genomic regions contributing to their pathogenicity, based on the complete genome sequence of three Streptococcus species.","2020-09-05T22:08:25.363Z","2020-09-05T22:08:25.363Z"
"1325724.3","Brevundimonas vancanneytii strain NCTC9239",,1325724,"131567;2;1224;28211;204458;76892;41275;1325724","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas vancanneytii","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas vancanneytii","Complete","NCTC9239",,,,,,,,,,,,,,,,,"NCTC:9239",,,"Good","2019-05-07T00:00:00Z",,,"PRJEB6403","SAMEA3121333","GCA_901421975.1",,"LR588407",,"Complete",,,,,,1,3383349,67.348564,1,3383349,52,6,,3483,98.7,96.1,,,,"blood",,"1800-2017",,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/nctc/","2019-07-18T21:30:39.058Z","2019-07-18T21:30:39.058Z"
"1335.40","Streptococcus equinus strain FDAARGOS_251",,1335,"131567;2;1783272;1239;91061;186826;1300;1301;1335","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus equinus","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus equinus","Complete","FDAARGOS_251",,,,,,,,,,,,,,,,,"FDA:FDAARGOS_251",,,"Good","2017-03-29T00:00:00Z",,,"PRJNA231221","SAMN04875577","GCA_002073515.2",,"CP020438,CP020439",,"Complete","PacBio","16.00090292x","HGAP v. 3",,1,2,2311351,39.31,1,2074802,68,6,,2324,99.9,98.6,5,99.8,,"Blood",,"2014-10-27",2014,,"USA","North America","USA:DC",,"Human, Homo sapiens","Human","male","45Y","Infection with Streptococcus equinus","Human",,,,"collected_by:George Washington University","FDA, in collaboration with the National Center for Biotechnology Information (NCBI), the Department of Defense (DoD) and the Institute for Genome Sciences at the University of Maryland, established a publicly available, well-curated reference database (FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences; BioProject 231221) of regulatory-grade-quality sequences from diverse infectious microorganisms. This database, which is still growing, comprises data collected from multiple collaborators. Diagnostic test manufacturers develop sequence-based tests to identify infectious agents and/or to detect resistance or virulence markers; will use this database to advance their development programs and to support the regulatory science review of such tests. This work will facilitate the development of these tests, which are aimed at improving patient outcomes. Continued success of the database and adoption by the community is contingent on populating and curating the database, which in turn will support development of guidance and standards for clinical use of this technology. Discussions held at a relating public workshop on advancing regulatory science for high throughput sequencing devices for microbial identification and detection of antimicrobial resistance markers were essential to establish the safety and effectiveness of these devices.","2017-05-28T05:15:33.052Z","2017-05-28T05:15:33.052Z"
"134534.15","Acinetobacter gyllenbergii strain NCCP 16015",,134534,"131567;2;1224;1236;2887326;468;469;134534","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter gyllenbergii","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter gyllenbergii","Complete","NCCP 16015",,,,,,,,,,,,,,,,,"NCCP:16015",,,"Good","2020-01-15T00:00:00Z",,,"PRJNA556124","SAMN12340933","GCA_009884295.1",,"CP041971",,"Complete","IonTorrent; PacBio","357.0x","SPAdes v. 3.1",,,1,4091186,41.35121,1,4091186,73,12,,3866,96.3,94.9,,,,,,"2013-01-01",2013,,"South Korea","Asia","South Korea: Incheon",,"Human, Homo sapiens","Human",,,,"Human",,,,"collected_by:Korea National Institute of Health","A clinical isolate of the genus Acinetobacter","2020-02-01T15:47:35.516Z","2020-02-01T15:47:35.516Z"
"1351.6515","Enterococcus faecalis 249",,1351,"131567;2;1783272;1239;91061;186826;81852;1350;1351","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecalis","Bacteria",,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis","Complete","249",,,,"MLST.Enterococcus_faecalis.207",,,,,,,,,,,,,,,,"Good","2022-05-16T00:00:00Z",,,"PRJNA783264","SAMN23424735","GCA_023375505.1",,"CP091240",,"Complete","Illumina MiniSeq, Oxford Nanopore MinIon","112x, 180x","Unicycler v. 0.4.8",,,1,2824042,37.663464,1,2824042,60,12,,2701,99.9,98.6,0.1,100,,"fecal sample",,"2021",2021,,,,"not applicable",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:whole organism;collected_by:ILS, University of Zurich",,"2022-05-27T10:03:55.164Z","2022-05-27T10:03:55.164Z"
"1352.14893","Enterococcus faecium SRR24",,1352,"131567;2;1783272;1239;91061;186826;81852;1350;1352","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium","Bacteria",,"Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium","Complete","SRR24",,,,"MLST.Enterococcus_faecium.78",,,,,,,,,,,,,,,,"Good","2020-02-05T00:00:00Z","31742612",,"PRJNA520784","SAMN10867607","GCA_009734005.2",,"SIWX00000000",,,"Oxford Nanopore MiniION","403.0x","Unicycler v. DEC-2018",,1,2,2919198,37.876705,1,2796178,70,9,,3038,98.7,97.3,,100,,"hospital",,"2017-04-12",2017,,"China","Asia","China: Hangzhou",,"Homo sapiens","Human",,,"Choledocholithiasis","Human",,,,"collected_by:Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University",,"2022-11-30T21:07:28.953Z","2022-11-30T21:07:28.953Z"
"1385930.3","Burkholderia dolosa PC543",,1385930,"131567;2;1224;28216;80840;119060;32008;87882;152500;1385930","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia dolosa;Burkholderia dolosa PC543","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia dolosa","Complete","PC543",,,,"MLST.Burkholderia_cepacia_complex.472",,,,,,,,,,,,,"LMG:19468",,,"Good","2014-01-06T00:00:00Z",,,"PRJNA214965","SAMN02470544","GCF_000497165.1",,"AWRY00000000",,"Complete","Illumina HiSeq","40.0x","IBDA v. May-2013",,,3,6297968,67.04,1,3314966,61,,,6505,99.4,95.6,1.4,99.3,,"airway from a patient with cystic fibrosis",,,,,"USA",,"United States",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Genome sequencing of cystic fibrosis airways isolate Burkholderia dolosa PC543 (LMG 19468)","2016-01-17T15:33:50.594Z","2016-01-17T15:33:50.594Z"
"1385939.3","Bifidobacterium breve JCM 7017",,1385939,"131567;2;1783272;201174;1760;85004;31953;1678;1685;1385939","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium breve;Bifidobacterium breve JCM 7017","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium breve","Complete","JCM 7017",,,,,,,,,,,,,,,,," ",,,"Good","2014-02-14T00:00:00Z",,,"PRJNA214950","SAMN03081479","GCA_000568975.1",,"CP006712.1",,"Complete","Roche 454 titanium; Illumina Hiseq/2000","200x","Newbler; Abyss; v. Nov. 2012",,,1,2288919,58.7,1,2288919,53,6,,1944,99.7,99.6,,100,,"infant faeces","isolated from infant faeces",,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"'Bifidobacterium breve JCM 7017 complete genome sequencing, strain isolated from infant faeces.'","2014-12-08T22:10:28.254Z","2015-03-16T03:17:09.594Z"
